Source,Target,Type,Weight
XZNUgzO9xJA,_YCGFLhrMkk,Undirected,1
XZNUgzO9xJA,maAa7J3iEM8,Undirected,1
XZNUgzO9xJA,iiWm8AxvWtw,Undirected,1
XZNUgzO9xJA,g2GbkH12xMg,Undirected,1
XZNUgzO9xJA,WY_l86QcMmA,Undirected,1
XZNUgzO9xJA,0VsgQmCPgoI,Undirected,1
XZNUgzO9xJA,TZSVf-yD7N8,Undirected,1
XZNUgzO9xJA,xa2LxGIQ1DQ,Undirected,1
XZNUgzO9xJA,dGaX8AuGiuk,Undirected,1
XZNUgzO9xJA,INHVfx05Sy8,Undirected,1
XZNUgzO9xJA,r9C7Grxk4bU,Undirected,1
XZNUgzO9xJA,YgZiM_prrgo,Undirected,1
XZNUgzO9xJA,TPQqpxfm6BI,Undirected,1
XZNUgzO9xJA,JBw1nwYJESc,Undirected,1
XZNUgzO9xJA,bJ-wMCV05EI,Undirected,2
XZNUgzO9xJA,d1hs-JI_yBE,Undirected,1
XZNUgzO9xJA,21jcP-1w4DA,Undirected,1
XZNUgzO9xJA,p9RLCdyn_40,Undirected,9
XZNUgzO9xJA,ifkRhaEDzzo,Undirected,22
XZNUgzO9xJA,mdY3XDGtVnk,Undirected,1
XZNUgzO9xJA,jyTqvjvj8sM,Undirected,3
XZNUgzO9xJA,ibI5-k5sin8,Undirected,1
XZNUgzO9xJA,GRkHQ3RCW34,Undirected,1
XZNUgzO9xJA,XJiCE88hOmM,Undirected,1
XZNUgzO9xJA,NJAtY43vsl8,Undirected,1
XZNUgzO9xJA,7Khl8D9RVvw,Undirected,1
XZNUgzO9xJA,vbiiik_T3Bo,Undirected,1
XZNUgzO9xJA,nranUeNkXpM,Undirected,1
XZNUgzO9xJA,aeMv9uKpAZg,Undirected,1
XZNUgzO9xJA,HHauPi8CS4k,Undirected,1
XZNUgzO9xJA,ao7JzzfIqVE,Undirected,1
XZNUgzO9xJA,alRtHXnZMOI,Undirected,2
XZNUgzO9xJA,ebzooSdAbGE,Undirected,1
XZNUgzO9xJA,T0_M3t3UVao,Undirected,2
XZNUgzO9xJA,INRXOIgmNUU,Undirected,1
XZNUgzO9xJA,nRJuIrO9GaU,Undirected,1
XZNUgzO9xJA,0RxhuBwCwMs,Undirected,1
XZNUgzO9xJA,tXoJTxPLrKM,Undirected,23
XZNUgzO9xJA,uthHP6FoBmk,Undirected,1
XZNUgzO9xJA,d6awT91VKUw,Undirected,1
XZNUgzO9xJA,61SWGdZ2p2M,Undirected,1
XZNUgzO9xJA,Pl9oc13p534,Undirected,2
XZNUgzO9xJA,f6Egj7ncOi8,Undirected,1
XZNUgzO9xJA,X3o3Vol7a1o,Undirected,1
XZNUgzO9xJA,-3VBPAZPTQI,Undirected,1
XZNUgzO9xJA,TwUaijHsNF0,Undirected,4
XZNUgzO9xJA,rMFxV-l3qG0,Undirected,1
XZNUgzO9xJA,GpEuHHMy-Z8,Undirected,1
XZNUgzO9xJA,C2-Fm2vpEKA,Undirected,1
XZNUgzO9xJA,WAuSHwVwvzk,Undirected,1
XZNUgzO9xJA,oj8JK6c5x3M,Undirected,1
XZNUgzO9xJA,6F5x2ArbQKU,Undirected,2
XZNUgzO9xJA,6781x0TTSks,Undirected,2
XZNUgzO9xJA,qkBXzkD6tis,Undirected,1
XZNUgzO9xJA,_ROBzItOaOs,Undirected,1
XZNUgzO9xJA,rYzLh2QuraQ,Undirected,2
XZNUgzO9xJA,S10azlzvS_8,Undirected,1
XZNUgzO9xJA,YfWSMMPnTiI,Undirected,1
XZNUgzO9xJA,WipbEpll-rQ,Undirected,1
XZNUgzO9xJA,Y_1CaQl0FJs,Undirected,1
XZNUgzO9xJA,L6vhib5e4so,Undirected,3
XZNUgzO9xJA,PC1iHFQ0zEk,Undirected,3
XZNUgzO9xJA,IpjK885tG2c,Undirected,1
XZNUgzO9xJA,QwZT7T-TXT0,Undirected,2
XZNUgzO9xJA,VGPKryH8D2o,Undirected,1
XZNUgzO9xJA,iB_XgqdeU1o,Undirected,2
XZNUgzO9xJA,5O4h2x9NuTk,Undirected,1
XZNUgzO9xJA,5pJLKoB_yCs,Undirected,1
XZNUgzO9xJA,AiyZ92_JZxA,Undirected,1
XZNUgzO9xJA,4FBqT80fVKY,Undirected,1
XZNUgzO9xJA,rxUfRhVYeKI,Undirected,3
XZNUgzO9xJA,3rVFuscWyC8,Undirected,4
XZNUgzO9xJA,pWqRw4NfFDA,Undirected,1
XZNUgzO9xJA,xvaCIbcM2-I,Undirected,2
XZNUgzO9xJA,2pJlpCfueV0,Undirected,1
XZNUgzO9xJA,HaI5lLd3RvE,Undirected,1
XZNUgzO9xJA,BPyNxoVJsr4,Undirected,1
XZNUgzO9xJA,He-HBXbHT_U,Undirected,1
XZNUgzO9xJA,ys2x8oOK7wE,Undirected,2
XZNUgzO9xJA,o8lSb-UOA3M,Undirected,2
XZNUgzO9xJA,r_MU7WAR_6I,Undirected,4
XZNUgzO9xJA,tOr88uFiOjQ,Undirected,1
XZNUgzO9xJA,NuhhbcLyWWo,Undirected,2
XZNUgzO9xJA,JIr6Bv_JTSw,Undirected,1
XZNUgzO9xJA,vVoxIgwdppE,Undirected,21
XZNUgzO9xJA,QVoleJYgdM8,Undirected,1
XZNUgzO9xJA,FDTKws5WxKw,Undirected,3
XZNUgzO9xJA,ZJkc_C5-Cd8,Undirected,1
XZNUgzO9xJA,O1RNq6rMbds,Undirected,1
XZNUgzO9xJA,fRQfrB6klX0,Undirected,4
XZNUgzO9xJA,1hX1KSKqVmo,Undirected,1
XZNUgzO9xJA,wQZ95eZQtBE,Undirected,2
XZNUgzO9xJA,yLdav-8af6g,Undirected,1
XZNUgzO9xJA,zw6hMTAtdwg,Undirected,1
XZNUgzO9xJA,kDVMAIGZvvw,Undirected,1
XZNUgzO9xJA,T_AyI8I4O3U,Undirected,1
XZNUgzO9xJA,cWy8jWXhdnA,Undirected,1
XZNUgzO9xJA,_f_LqAXzol0,Undirected,2
XZNUgzO9xJA,saZizkBOOJI,Undirected,2
XZNUgzO9xJA,Kpxn9nl02qg,Undirected,1
XZNUgzO9xJA,D3V0aw-ljEg,Undirected,1
XZNUgzO9xJA,3QohbrF0GIg,Undirected,1
XZNUgzO9xJA,FvBcYkY7ZGo,Undirected,3
XZNUgzO9xJA,lpkRFHSpvGI,Undirected,1
XZNUgzO9xJA,j6Z573n6-xU,Undirected,1
XZNUgzO9xJA,jxFwvwYPPcs,Undirected,2
XZNUgzO9xJA,1m7WNpBbjKM,Undirected,1
XZNUgzO9xJA,8b6IQQMRYCA,Undirected,1
XZNUgzO9xJA,IJuZSD8GGZo,Undirected,1
XZNUgzO9xJA,gImQUUb8cU4,Undirected,7
XZNUgzO9xJA,PUqi2P0ry6Y,Undirected,1
XZNUgzO9xJA,xPsEiZAOb_I,Undirected,2
XZNUgzO9xJA,SDGHRQyZKes,Undirected,1
XZNUgzO9xJA,XY8QQmFswmA,Undirected,2
XZNUgzO9xJA,9StYOIBLanM,Undirected,1
XZNUgzO9xJA,nIPt7dJrSXw,Undirected,4
XZNUgzO9xJA,kKk6vEqFFOA,Undirected,1
XZNUgzO9xJA,kb1qAO9KB3k,Undirected,1
XZNUgzO9xJA,Zy6nbhUW_5E,Undirected,4
XZNUgzO9xJA,51cbHTKdILA,Undirected,1
XZNUgzO9xJA,PpElRBQ-yGc,Undirected,2
XZNUgzO9xJA,YWVylysTNIA,Undirected,1
XZNUgzO9xJA,6ZwXRnueOMg,Undirected,2
XZNUgzO9xJA,d3h_uD-5d7A,Undirected,5
XZNUgzO9xJA,yHHnywiSwIE,Undirected,3
XZNUgzO9xJA,v0TiqC_C8wI,Undirected,2
XZNUgzO9xJA,uexk7jWXYmU,Undirected,1
XZNUgzO9xJA,_5d-sQ7Fh5M,Undirected,2
XZNUgzO9xJA,_Oht6ZNXx7I,Undirected,1
XZNUgzO9xJA,2B85lYenaxE,Undirected,1
XZNUgzO9xJA,OtL1fEEtLaA,Undirected,1
XZNUgzO9xJA,v0RrsWK4GlY,Undirected,2
XZNUgzO9xJA,nE_TyW-7F4Q,Undirected,1
XZNUgzO9xJA,VXvu5rtJNd4,Undirected,1
XZNUgzO9xJA,FTldNZ7V8ls,Undirected,1
XZNUgzO9xJA,EZOZ-XD5wmg,Undirected,2
XZNUgzO9xJA,KzNK1-mH2Xw,Undirected,2
XZNUgzO9xJA,HuJkBDBloa0,Undirected,1
XZNUgzO9xJA,KTbOAMEmnfI,Undirected,1
XZNUgzO9xJA,ceyU5UBumLU,Undirected,4
XZNUgzO9xJA,x8DegXNFOns,Undirected,2
XZNUgzO9xJA,CZ7KRUYQyKE,Undirected,1
XZNUgzO9xJA,gaEPYljtIAw,Undirected,1
XZNUgzO9xJA,AtCLwYFRp4o,Undirected,1
XZNUgzO9xJA,JWISNlu63QU,Undirected,1
XZNUgzO9xJA,FQUmz9QxtFc,Undirected,1
XZNUgzO9xJA,WAwRrtH-4Lg,Undirected,1
XZNUgzO9xJA,w9JQf4Lw46g,Undirected,1
XZNUgzO9xJA,FJ_TFXjr__4,Undirected,1
XZNUgzO9xJA,XIZmIl9SsXk,Undirected,2
XZNUgzO9xJA,BVRvrvCQdmg,Undirected,1
XZNUgzO9xJA,MaTSyJDoxPo,Undirected,1
XZNUgzO9xJA,akNs04ef_Co,Undirected,3
XZNUgzO9xJA,hTFdtso911s,Undirected,1
XZNUgzO9xJA,Lok2EvthO-U,Undirected,1
XZNUgzO9xJA,WTyNJOXycQk,Undirected,1
XZNUgzO9xJA,Z0vLiQLpsc8,Undirected,1
XZNUgzO9xJA,colIbxVLUrA,Undirected,1
XZNUgzO9xJA,bkI4AZn_saY,Undirected,2
XZNUgzO9xJA,xe6o4ex7-YA,Undirected,1
XZNUgzO9xJA,AVoe5SH_K8k,Undirected,1
XZNUgzO9xJA,aydY1eiGjgs,Undirected,2
XZNUgzO9xJA,XZ-IYxacK3I,Undirected,1
XZNUgzO9xJA,EcFJbKJxjDA,Undirected,2
XZNUgzO9xJA,qT6KNyLEV24,Undirected,1
XZNUgzO9xJA,jzD_yyEcp0M,Undirected,1
XZNUgzO9xJA,yabSoxBzo4A,Undirected,5
XZNUgzO9xJA,9lH5NgUnPUs,Undirected,1
XZNUgzO9xJA,7-T08gSQmxk,Undirected,5
XZNUgzO9xJA,Mjl4OReUX-c,Undirected,6
XZNUgzO9xJA,1R0Xgq1bxZI,Undirected,1
XZNUgzO9xJA,QLUXGKtRaEs,Undirected,22
XZNUgzO9xJA,n0j_CX1S2es,Undirected,1
XZNUgzO9xJA,7FM_MfpYOLU,Undirected,1
XZNUgzO9xJA,TX0UsGn0GPc,Undirected,1
XZNUgzO9xJA,hFFn8K2O4po,Undirected,1
XZNUgzO9xJA,mcsTWPSMDtg,Undirected,1
XZNUgzO9xJA,rplCCSqWXIY,Undirected,3
XZNUgzO9xJA,o4fHlldbRHo,Undirected,1
XZNUgzO9xJA,zMV51hydg8E,Undirected,1
XZNUgzO9xJA,tJFk9dPdxO0,Undirected,3
XZNUgzO9xJA,QS8bma7LRX4,Undirected,1
XZNUgzO9xJA,ev2RHDUkE4M,Undirected,2
XZNUgzO9xJA,xIZPbhq37WQ,Undirected,3
XZNUgzO9xJA,oaU82_uGTQg,Undirected,1
XZNUgzO9xJA,p5N6tFob_Rw,Undirected,2
XZNUgzO9xJA,qtTM2YV3bI8,Undirected,1
XZNUgzO9xJA,CWAX-tiepMo,Undirected,1
XZNUgzO9xJA,yN7N0P2TxHQ,Undirected,1
XZNUgzO9xJA,GWMKelv5Bmw,Undirected,3
IbVR4kzVQrk,Ps-nEyvsCKY,Undirected,1
IbVR4kzVQrk,k_aT3jAK_QU,Undirected,1
IbVR4kzVQrk,PE6a5Amt7O8,Undirected,1
IbVR4kzVQrk,WsZXJKfJ52g,Undirected,2
IbVR4kzVQrk,MkR8GY2YBAU,Undirected,1
IbVR4kzVQrk,ipuU0hHYiF4,Undirected,1
IbVR4kzVQrk,dDBAhxHUkFw,Undirected,1
IbVR4kzVQrk,3XklsSF53pc,Undirected,1
IbVR4kzVQrk,vW7H-DKivX8,Undirected,1
IbVR4kzVQrk,wLZIWQnACjc,Undirected,2
IbVR4kzVQrk,4OdLgsZOM14,Undirected,1
IbVR4kzVQrk,0DpCDxoj_Xg,Undirected,1
IbVR4kzVQrk,Pu0lwHPW3RM,Undirected,1
IbVR4kzVQrk,pA5NbgdpRpk,Undirected,1
IbVR4kzVQrk,IQYLPEuAClo,Undirected,1
IbVR4kzVQrk,PPCDMi5xmmk,Undirected,1
IbVR4kzVQrk,crjugtkXZN4,Undirected,1
IbVR4kzVQrk,u5Jw7D-c3II,Undirected,1
IbVR4kzVQrk,zxGg8QqWrRQ,Undirected,1
IbVR4kzVQrk,h_67XloYXTc,Undirected,1
IbVR4kzVQrk,mriYyuDmB58,Undirected,2
IbVR4kzVQrk,KMTJrFPie6w,Undirected,2
IbVR4kzVQrk,aJ9XruZm_Hg,Undirected,1
IbVR4kzVQrk,Yp5R84V1bDU,Undirected,1
IbVR4kzVQrk,P2z7Jwu5OfQ,Undirected,2
IbVR4kzVQrk,qLVZiKDNxtw,Undirected,9
IbVR4kzVQrk,dyBFAX4SDEc,Undirected,1
IbVR4kzVQrk,r8FQ5wUYm9c,Undirected,1
IbVR4kzVQrk,rTKaXaPIfG8,Undirected,1
IbVR4kzVQrk,c84hT_DseRg,Undirected,2
IbVR4kzVQrk,oky9_tJyvpI,Undirected,2
IbVR4kzVQrk,OwuuDpwPYxo,Undirected,1
IbVR4kzVQrk,FofCwLXknq8,Undirected,1
IbVR4kzVQrk,yyROtEW9Jdc,Undirected,1
IbVR4kzVQrk,aP0izmLk-Q8,Undirected,1
IbVR4kzVQrk,maAa7J3iEM8,Undirected,1
IbVR4kzVQrk,hj44lITeFHk,Undirected,1
IbVR4kzVQrk,hu_4yAZVNsU,Undirected,1
IbVR4kzVQrk,iiWm8AxvWtw,Undirected,1
IbVR4kzVQrk,g2GbkH12xMg,Undirected,1
IbVR4kzVQrk,WY_l86QcMmA,Undirected,1
IbVR4kzVQrk,TZSVf-yD7N8,Undirected,1
IbVR4kzVQrk,INHVfx05Sy8,Undirected,2
IbVR4kzVQrk,JBw1nwYJESc,Undirected,1
IbVR4kzVQrk,bJ-wMCV05EI,Undirected,3
IbVR4kzVQrk,XJiCE88hOmM,Undirected,1
IbVR4kzVQrk,NJAtY43vsl8,Undirected,2
IbVR4kzVQrk,7Khl8D9RVvw,Undirected,1
IbVR4kzVQrk,R8QfoQYUsek,Undirected,1
IbVR4kzVQrk,8LPVjHxXvJM,Undirected,2
IbVR4kzVQrk,T0_M3t3UVao,Undirected,1
IbVR4kzVQrk,6EHbZKLkeMg,Undirected,1
IbVR4kzVQrk,NsGrfU5buKc,Undirected,1
IbVR4kzVQrk,mRo6MnXObuE,Undirected,2
IbVR4kzVQrk,cQp_C_Zrc3U,Undirected,1
IbVR4kzVQrk,TwUaijHsNF0,Undirected,1
IbVR4kzVQrk,hcCCe_R8e9U,Undirected,2
IbVR4kzVQrk,GpEuHHMy-Z8,Undirected,1
IbVR4kzVQrk,6781x0TTSks,Undirected,1
IbVR4kzVQrk,_ROBzItOaOs,Undirected,1
IbVR4kzVQrk,QqJZxmU-iZM,Undirected,2
IbVR4kzVQrk,RzK4sqmgimk,Undirected,1
IbVR4kzVQrk,YfWSMMPnTiI,Undirected,1
IbVR4kzVQrk,WipbEpll-rQ,Undirected,2
IbVR4kzVQrk,BmMuLuG1yW8,Undirected,1
IbVR4kzVQrk,Y_1CaQl0FJs,Undirected,1
IbVR4kzVQrk,P6K9Y6FWo74,Undirected,2
IbVR4kzVQrk,5O4h2x9NuTk,Undirected,1
IbVR4kzVQrk,5pJLKoB_yCs,Undirected,1
IbVR4kzVQrk,NqYDzyIUfh0,Undirected,2
IbVR4kzVQrk,3rVFuscWyC8,Undirected,1
IbVR4kzVQrk,pWqRw4NfFDA,Undirected,1
IbVR4kzVQrk,VONVWm2X4JI,Undirected,1
IbVR4kzVQrk,i6htP19PyEU,Undirected,1
IbVR4kzVQrk,eaNCTyuvVrQ,Undirected,1
IbVR4kzVQrk,LwZC54Ubl8w,Undirected,1
IbVR4kzVQrk,WUxZCvYkwss,Undirected,1
IbVR4kzVQrk,r_MU7WAR_6I,Undirected,1
IbVR4kzVQrk,tOr88uFiOjQ,Undirected,1
IbVR4kzVQrk,XspEs1x9cPU,Undirected,1
IbVR4kzVQrk,SHI6LfICx6k,Undirected,1
IbVR4kzVQrk,5LCjvpjhf_4,Undirected,1
IbVR4kzVQrk,QsSxRElRe1I,Undirected,2
IbVR4kzVQrk,g7IfZX91qV0,Undirected,2
IbVR4kzVQrk,O1RNq6rMbds,Undirected,1
IbVR4kzVQrk,rgyPpsX2B0g,Undirected,1
IbVR4kzVQrk,zGN8ghHMaKw,Undirected,1
IbVR4kzVQrk,Kpxn9nl02qg,Undirected,1
IbVR4kzVQrk,3QohbrF0GIg,Undirected,1
IbVR4kzVQrk,FvBcYkY7ZGo,Undirected,2
IbVR4kzVQrk,d6wJfdfFnYY,Undirected,2
IbVR4kzVQrk,j6Z573n6-xU,Undirected,1
IbVR4kzVQrk,VSKuhdmYkUU,Undirected,2
IbVR4kzVQrk,IJuZSD8GGZo,Undirected,1
IbVR4kzVQrk,I92OeEHWmTc,Undirected,1
IbVR4kzVQrk,WXzA0pfvO6w,Undirected,2
IbVR4kzVQrk,SDGHRQyZKes,Undirected,2
IbVR4kzVQrk,q57eQqq9-IA,Undirected,1
IbVR4kzVQrk,9StYOIBLanM,Undirected,1
IbVR4kzVQrk,Zt803kKQ41k,Undirected,2
IbVR4kzVQrk,nIPt7dJrSXw,Undirected,1
IbVR4kzVQrk,NfFlVcAW_PA,Undirected,1
IbVR4kzVQrk,kb1qAO9KB3k,Undirected,1
IbVR4kzVQrk,Zy6nbhUW_5E,Undirected,1
IbVR4kzVQrk,PNsUgvkjviY,Undirected,1
IbVR4kzVQrk,cdO78z5_jhQ,Undirected,1
IbVR4kzVQrk,e2ExvdtmIyU,Undirected,1
IbVR4kzVQrk,_Oht6ZNXx7I,Undirected,1
IbVR4kzVQrk,nE_TyW-7F4Q,Undirected,2
IbVR4kzVQrk,_1mIPOYZzfo,Undirected,1
IbVR4kzVQrk,Rtyv9919Lh0,Undirected,2
IbVR4kzVQrk,EZOZ-XD5wmg,Undirected,1
IbVR4kzVQrk,c8ngetsBSGk,Undirected,1
IbVR4kzVQrk,N-XXZ01aWvw,Undirected,1
IbVR4kzVQrk,EVNYfoFcrZY,Undirected,1
IbVR4kzVQrk,eLyGI14jDGA,Undirected,1
IbVR4kzVQrk,OunFUkc2JeY,Undirected,9
IbVR4kzVQrk,ceyU5UBumLU,Undirected,2
IbVR4kzVQrk,w9JQf4Lw46g,Undirected,2
IbVR4kzVQrk,FJ_TFXjr__4,Undirected,1
IbVR4kzVQrk,WrcwcMIYpQg,Undirected,1
IbVR4kzVQrk,hTFdtso911s,Undirected,1
IbVR4kzVQrk,xe6o4ex7-YA,Undirected,2
IbVR4kzVQrk,aydY1eiGjgs,Undirected,1
IbVR4kzVQrk,EcFJbKJxjDA,Undirected,1
IbVR4kzVQrk,_DiGQRaaHvg,Undirected,1
IbVR4kzVQrk,kZkIDiw0jDU,Undirected,1
IbVR4kzVQrk,af6L1jBZGYA,Undirected,2
IbVR4kzVQrk,rplCCSqWXIY,Undirected,1
IbVR4kzVQrk,QBOzHhuTzvw,Undirected,2
IbVR4kzVQrk,qQYou9xSKys,Undirected,1
IbVR4kzVQrk,zMV51hydg8E,Undirected,1
IbVR4kzVQrk,ev2RHDUkE4M,Undirected,1
IbVR4kzVQrk,IkV5VpEROW0,Undirected,1
IbVR4kzVQrk,oaU82_uGTQg,Undirected,1
IbVR4kzVQrk,8h7cnLWQKtM,Undirected,3
6tiphMs-dCY,e5IRkF20JmU,Undirected,1
6tiphMs-dCY,XAzqBDFs418,Undirected,10
6tiphMs-dCY,JqA6TZW9-0w,Undirected,1
6tiphMs-dCY,KMmXvAncPqk,Undirected,1
6tiphMs-dCY,GpekGi00XCE,Undirected,1
6tiphMs-dCY,TOeWI-HClI8,Undirected,1
6tiphMs-dCY,zxGg8QqWrRQ,Undirected,1
6tiphMs-dCY,vgX5M1eVhyw,Undirected,1
6tiphMs-dCY,dsNNfiA6qjs,Undirected,1
6tiphMs-dCY,KMTJrFPie6w,Undirected,1
6tiphMs-dCY,GnevZOMl78I,Undirected,15
6tiphMs-dCY,k6fEpn_lzmw,Undirected,1
6tiphMs-dCY,60Qi7Zv6Wbg,Undirected,1
6tiphMs-dCY,wzKL-bQKcgA,Undirected,11
6tiphMs-dCY,aP0izmLk-Q8,Undirected,1
6tiphMs-dCY,aqzPj4WjO94,Undirected,1
6tiphMs-dCY,p9RLCdyn_40,Undirected,1
6tiphMs-dCY,alRtHXnZMOI,Undirected,1
6tiphMs-dCY,s9STSzi4iPI,Undirected,1
6tiphMs-dCY,lE2iJ7ftB_g,Undirected,1
6tiphMs-dCY,payPzC_QHRw,Undirected,1
6tiphMs-dCY,UfR5dKcKJvY,Undirected,14
6tiphMs-dCY,3pxyo7eSknc,Undirected,1
6tiphMs-dCY,NXNM0dTzHOE,Undirected,1
6tiphMs-dCY,zcJ8BTAGqE0,Undirected,1
6tiphMs-dCY,iwd9apG72IE,Undirected,1
6tiphMs-dCY,FDTKws5WxKw,Undirected,1
6tiphMs-dCY,g4Go-VIweZY,Undirected,1
6tiphMs-dCY,_gRC4L6lNoc,Undirected,1
6tiphMs-dCY,p9zTSvEpt_8,Undirected,1
6tiphMs-dCY,tP_Dk81f9fg,Undirected,1
6tiphMs-dCY,yHHnywiSwIE,Undirected,1
6tiphMs-dCY,jrkhLuroyzg,Undirected,1
6tiphMs-dCY,XPrHD-7jjUs,Undirected,1
6tiphMs-dCY,CZ7KRUYQyKE,Undirected,1
6tiphMs-dCY,eVoXmDdI6Qg,Undirected,1
6tiphMs-dCY,9S1Gc1nSXd4,Undirected,1
6tiphMs-dCY,1R0Xgq1bxZI,Undirected,1
6tiphMs-dCY,p55AlBd8XDU,Undirected,4
6tiphMs-dCY,JVDyowAzBrU,Undirected,1
6tiphMs-dCY,qtTM2YV3bI8,Undirected,1
sOIBkZsGb0A,NuKHa6c2LuU,Undirected,2
sOIBkZsGb0A,XAzqBDFs418,Undirected,1
sOIBkZsGb0A,m7CtnR47w20,Undirected,1
sOIBkZsGb0A,F1b5ouja_VI,Undirected,1
sOIBkZsGb0A,dHDn26UX4aw,Undirected,1
sOIBkZsGb0A,Ps-nEyvsCKY,Undirected,2
sOIBkZsGb0A,1l26UFQ06eQ,Undirected,2
sOIBkZsGb0A,k_aT3jAK_QU,Undirected,2
sOIBkZsGb0A,pDi7cezk9CA,Undirected,1
sOIBkZsGb0A,WsZXJKfJ52g,Undirected,1
sOIBkZsGb0A,xegUPsJaUKc,Undirected,2
sOIBkZsGb0A,yqFIrrcmsJI,Undirected,2
sOIBkZsGb0A,KXRYlfjlFLk,Undirected,2
sOIBkZsGb0A,LeWtF5y9-6Q,Undirected,2
sOIBkZsGb0A,nVrkQyLS4oE,Undirected,2
sOIBkZsGb0A,3XklsSF53pc,Undirected,1
sOIBkZsGb0A,vW7H-DKivX8,Undirected,2
sOIBkZsGb0A,wLZIWQnACjc,Undirected,1
sOIBkZsGb0A,4OdLgsZOM14,Undirected,1
sOIBkZsGb0A,yqulWPljawo,Undirected,2
sOIBkZsGb0A,0DpCDxoj_Xg,Undirected,2
sOIBkZsGb0A,bye513KciIk,Undirected,1
sOIBkZsGb0A,4WnizmrnJlk,Undirected,3
sOIBkZsGb0A,Klr7j6LmBXY,Undirected,1
sOIBkZsGb0A,clIvdBfCHOE,Undirected,2
sOIBkZsGb0A,Pu0lwHPW3RM,Undirected,1
sOIBkZsGb0A,bOBL980Xsg4,Undirected,1
sOIBkZsGb0A,KdfCcEnJDlY,Undirected,3
sOIBkZsGb0A,IQYLPEuAClo,Undirected,2
sOIBkZsGb0A,BLOIU9DpLq4,Undirected,2
sOIBkZsGb0A,PPCDMi5xmmk,Undirected,2
sOIBkZsGb0A,q6xkWA0Qi98,Undirected,2
sOIBkZsGb0A,3Xb3eOH4PMA,Undirected,1
sOIBkZsGb0A,QJb9-ri3cLs,Undirected,1
sOIBkZsGb0A,Yedbkvwm2rY,Undirected,1
sOIBkZsGb0A,A8HLnDP6uRM,Undirected,2
sOIBkZsGb0A,Ic8yK9YLyak,Undirected,1
sOIBkZsGb0A,h_67XloYXTc,Undirected,1
sOIBkZsGb0A,mriYyuDmB58,Undirected,1
sOIBkZsGb0A,N9s2YY3g2r0,Undirected,1
sOIBkZsGb0A,0lXX3dJUAGY,Undirected,1
sOIBkZsGb0A,dsNNfiA6qjs,Undirected,2
sOIBkZsGb0A,KMTJrFPie6w,Undirected,1
sOIBkZsGb0A,-XcvFTYVxnA,Undirected,1
sOIBkZsGb0A,noUH5aYUBx4,Undirected,3
sOIBkZsGb0A,aJ9XruZm_Hg,Undirected,1
sOIBkZsGb0A,3Z6kYVQC83E,Undirected,1
sOIBkZsGb0A,P2z7Jwu5OfQ,Undirected,1
sOIBkZsGb0A,MJGkm0UwNRk,Undirected,1
sOIBkZsGb0A,7HJw7_fmwjY,Undirected,3
sOIBkZsGb0A,r8FQ5wUYm9c,Undirected,3
sOIBkZsGb0A,oqvGFqR2h4w,Undirected,3
sOIBkZsGb0A,rTKaXaPIfG8,Undirected,2
sOIBkZsGb0A,JRAOdRq-1lw,Undirected,1
sOIBkZsGb0A,Eeb2CgoSt9M,Undirected,1
sOIBkZsGb0A,Swtha2lg-xI,Undirected,1
sOIBkZsGb0A,E7Er4t8PIYw,Undirected,1
sOIBkZsGb0A,oky9_tJyvpI,Undirected,1
sOIBkZsGb0A,khPLWaBioOs,Undirected,1
sOIBkZsGb0A,i0biqMZrxJ0,Undirected,1
sOIBkZsGb0A,9YTQMPf3Z6o,Undirected,1
sOIBkZsGb0A,aP0izmLk-Q8,Undirected,1
sOIBkZsGb0A,_YCGFLhrMkk,Undirected,3
sOIBkZsGb0A,maAa7J3iEM8,Undirected,1
sOIBkZsGb0A,h1-AXcb5j18,Undirected,1
sOIBkZsGb0A,iiWm8AxvWtw,Undirected,1
sOIBkZsGb0A,g2GbkH12xMg,Undirected,2
sOIBkZsGb0A,WY_l86QcMmA,Undirected,1
sOIBkZsGb0A,TZSVf-yD7N8,Undirected,2
sOIBkZsGb0A,INHVfx05Sy8,Undirected,3
sOIBkZsGb0A,TPQqpxfm6BI,Undirected,1
sOIBkZsGb0A,dRvKm__GrqU,Undirected,1
sOIBkZsGb0A,JBw1nwYJESc,Undirected,2
sOIBkZsGb0A,bJ-wMCV05EI,Undirected,3
sOIBkZsGb0A,ifkRhaEDzzo,Undirected,1
sOIBkZsGb0A,QfmgAmtGXwo,Undirected,1
sOIBkZsGb0A,hU_oxkN9wsw,Undirected,1
sOIBkZsGb0A,mdY3XDGtVnk,Undirected,3
sOIBkZsGb0A,ibI5-k5sin8,Undirected,2
sOIBkZsGb0A,XJiCE88hOmM,Undirected,2
sOIBkZsGb0A,NJAtY43vsl8,Undirected,2
sOIBkZsGb0A,7Khl8D9RVvw,Undirected,1
sOIBkZsGb0A,vbiiik_T3Bo,Undirected,1
sOIBkZsGb0A,nranUeNkXpM,Undirected,2
sOIBkZsGb0A,8LPVjHxXvJM,Undirected,1
sOIBkZsGb0A,aeMv9uKpAZg,Undirected,3
sOIBkZsGb0A,HHauPi8CS4k,Undirected,1
sOIBkZsGb0A,ao7JzzfIqVE,Undirected,2
sOIBkZsGb0A,alRtHXnZMOI,Undirected,2
sOIBkZsGb0A,ebzooSdAbGE,Undirected,2
sOIBkZsGb0A,T0_M3t3UVao,Undirected,1
